file,line,raw,px,inScale,context
src/classroom/ClassRoom.jsx,337,13,13,no,"color: '#fff', fontSize: 13, fontWeight: 600, cursor: 'pointer', fontFamily: 'inherit',"
src/classroom/ClassScreen.jsx,157,18,18,no,"eyebrow: { fontFamily: MONO, fontSize: 18, letterSpacing: 3, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 16 },"
src/classroom/ClassScreen.jsx,158,56,56,no,"idleTitle: { fontFamily: SERIF, fontSize: 56, color: 'var(--tx)', marginBottom: 32, maxWidth: 900 },"
src/classroom/ClassScreen.jsx,159,48,48,no,"openTitle: { fontFamily: SERIF, fontSize: 48, color: 'var(--tx)', marginBottom: 12, maxWidth: 900 },"
src/classroom/ClassScreen.jsx,160,28,28,yes,"counter: { fontFamily: MONO, fontSize: 28, color: 'var(--pkd)', marginBottom: 32 },"
src/classroom/ClassScreen.jsx,163,14,14,yes,"qrHint: { fontFamily: MONO, fontSize: 14, color: 'var(--tx2)' },"
src/classroom/ClassVerifyEmail.jsx,59,12,12,yes,"eyebrow: { fontFamily: MONO, fontSize: 12, letterSpacing: 2, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 8 },"
src/classroom/ClassVerifyEmail.jsx,60,26,26,no,"title: { fontFamily: SERIF, fontSize: 26, color: 'var(--tx)', marginBottom: 8 },"
src/classroom/ClassVerifyEmail.jsx,61,14,14,yes,"sub: { fontSize: 14, color: 'var(--tx2)', lineHeight: 1.5 },"
src/classroom/ClassVerifyEmail.jsx,62,14,14,yes,"link: { display: 'inline-block', marginTop: 16, fontSize: 14, color: 'var(--pk)', fontWeight: 600, textDecoration: 'none' },"
src/classroom/ConsoleLecturePlanner.jsx,424,14,14,yes,"loading: { padding: 40, color: 'var(--tx2)', fontSize: 14 },"
src/classroom/ConsoleLecturePlanner.jsx,426,12,12,yes,"eyebrow: { fontFamily: MONO, fontSize: 12, letterSpacing: 2, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 6 },"
src/classroom/ConsoleLecturePlanner.jsx,427,32,32,no,"title: { fontFamily: SERIF, fontSize: 32, color: 'var(--tx)' },"
src/classroom/ConsoleLecturePlanner.jsx,431,13,13,no,"borderRadius: 10, padding: '10px 14px', fontSize: 13, marginBottom: 16,"
src/classroom/ConsoleLecturePlanner.jsx,433,16,16,yes,"errorDismiss: { background: 'none', border: 'none', color: '#a33', fontSize: 16, cursor: 'pointer', lineHeight: 1 },"
src/classroom/ConsoleLecturePlanner.jsx,437,13,13,no,"lectureNum: { fontFamily: MONO, fontSize: 13, color: 'var(--pk)', minWidth: 28 },"
src/classroom/ConsoleLecturePlanner.jsx,438,15,15,no,"lectureTitle: { flex: 1, fontSize: 15, color: 'var(--tx)', fontWeight: 500 },"
src/classroom/ConsoleLecturePlanner.jsx,439,12,12,yes,"lectureDate: { fontFamily: MONO, fontSize: 12, color: 'var(--tx3)' },"
src/classroom/ConsoleLecturePlanner.jsx,445,11,11,no,"subLabel: { fontFamily: MONO, fontSize: 11, letterSpacing: 1.5, textTransform: 'uppercase', color: 'var(--tx3)', margin: '16px 0 8px' },"
src/classroom/ConsoleLecturePlanner.jsx,448,12,12,yes,"checkinPos: { fontFamily: MONO, fontSize: 12, color: 'var(--tx3)' },"
src/classroom/ConsoleLecturePlanner.jsx,449,13,13,no,"checkinSummary: { flex: 1, fontSize: 13, color: 'var(--tx)' },"
src/classroom/ConsoleLecturePlanner.jsx,450,11,11,no,"autoCloseBadge: { fontFamily: MONO, fontSize: 11, color: 'var(--pkd)', background: 'var(--pkb)', padding: '2px 8px', borderRadius: 6 },"
src/classroom/ConsoleLecturePlanner.jsx,451,11,11,no,"statusBadge: { fontFamily: MONO, fontSize: 11, color: 'var(--tx3)', textTransform: 'uppercase' },"
src/classroom/ConsoleLecturePlanner.jsx,452,12,12,yes,"linkBtn: { background: 'none', border: 'none', color: 'var(--pk)', fontSize: 12, cursor: 'pointer', fontFamily: 'inherit', padding: 0 },"
src/classroom/ConsoleLecturePlanner.jsx,453,12,12,yes,"linkBtnDanger: { background: 'none', border: 'none', color: '#c04a4a', fontSize: 12, cursor: 'pointer', fontFamily: 'inherit', padding: 0 },"
src/classroom/ConsoleLecturePlanner.jsx,457,11,11,no,"fieldLabel: { display: 'block', fontFamily: MONO, fontSize: 11, letterSpacing: 1, textTransform: 'uppercase', color: 'var(--tx3)', marginBot"
src/classroom/ConsoleLecturePlanner.jsx,458,13,13,no,"input: { padding: '7px 10px', borderRadius: 7, border: '1px solid var(--bds)', fontSize: 13, fontFamily: 'inherit' },"
src/classroom/ConsoleLecturePlanner.jsx,462,13,13,no,"display: 'inline-flex', alignItems: 'center', padding: '6px 12px', borderRadius: 20, fontSize: 13,"
src/classroom/ConsoleLecturePlanner.jsx,471,11,11,no,"orderLabel: { fontFamily: MONO, fontSize: 11, letterSpacing: 1, textTransform: 'uppercase', color: 'var(--tx3)', marginBottom: 4 },"
src/classroom/ConsoleLecturePlanner.jsx,472,13,13,no,"orderRow: { display: 'flex', alignItems: 'center', gap: 8, fontSize: 13, padding: '3px 0' },"
src/classroom/ConsoleLecturePlanner.jsx,475,11,11,no,"orderBtn: { border: '1px solid var(--bds)', background: 'var(--bgc)', borderRadius: 5, width: 22, height: 22, cursor: 'pointer', fontSize: 1"
src/classroom/ConsoleLecturePlanner.jsx,478,13,13,no,"primaryBtnSm: { padding: '7px 16px', borderRadius: 8, border: 'none', background: 'var(--pk)', color: '#fff', fontSize: 13, fontWeight: 600,"
src/classroom/ConsoleLecturePlanner.jsx,479,13,13,no,"ghostBtnSm: { padding: '7px 16px', borderRadius: 8, border: '1px solid var(--bds)', background: 'none', color: 'var(--tx2)', fontSize: 13, c"
src/classroom/ConsoleLecturePlanner.jsx,480,13,13,no,"addBtn: { padding: '10px 16px', borderRadius: 8, border: '1px dashed var(--bds)', background: 'none', color: 'var(--pk)', fontSize: 13, curs"
src/classroom/ConsoleParticipation.jsx,109,14,14,yes,"hint: { padding: 40, color: 'var(--tx2)', fontSize: 14, textAlign: 'center' },"
src/classroom/ConsoleParticipation.jsx,110,14,14,yes,"error: { padding: 40, color: '#c04a4a', fontSize: 14, textAlign: 'center' },"
src/classroom/ConsoleParticipation.jsx,112,12,12,yes,"subLabel: { fontFamily: MONO, fontSize: 12, color: 'var(--tx3)' },"
src/classroom/ConsoleParticipation.jsx,113,13,13,no,"exportBtn: { padding: '8px 16px', borderRadius: 8, border: '1px solid var(--bds)', background: 'var(--bgc)', color: 'var(--pkd)', fontSize: "
src/classroom/ConsoleParticipation.jsx,116,11,11,no,"th: { fontFamily: MONO, fontSize: 11, color: 'var(--tx3)', textAlign: 'center', padding: '10px 14px', borderBottom: '1px solid var(--bd)', w"
src/classroom/ConsoleParticipation.jsx,117,11,11,no,"thStudent: { fontFamily: MONO, fontSize: 11, color: 'var(--tx3)', textAlign: 'left', padding: '10px 14px', borderBottom: '1px solid var(--bd"
src/classroom/ConsoleParticipation.jsx,119,13,13,no,"td: { padding: '10px 14px', textAlign: 'center', fontSize: 13, color: 'var(--tx)', fontFamily: MONO },"
src/classroom/ConsoleParticipation.jsx,120,13,13,no,"tdStudent: { padding: '10px 14px', fontSize: 13, color: 'var(--tx)', whiteSpace: 'nowrap' },"
src/classroom/ConsoleParticipation.jsx,122,10,10,no,"unverifiedBadge: { marginLeft: 8, fontFamily: MONO, fontSize: 10, color: '#b8760f', background: '#fdf2e5', padding: '2px 6px', borderRadius:"
src/classroom/LectureLoungeAdminPage.jsx,267,12,12,yes,"eyebrow: { fontFamily: MONO, fontSize: 12, letterSpacing: 2, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 6 },"
src/classroom/LectureLoungeAdminPage.jsx,268,26,26,no,"h1: { fontFamily: SERIF, fontSize: 26, fontWeight: 400, color: 'var(--tx)', margin: '0 0 4px' },"
src/classroom/LectureLoungeAdminPage.jsx,269,14,14,yes,"sub: { fontSize: 14, color: 'var(--tx2)', margin: 0 },"
src/classroom/LectureLoungeAdminPage.jsx,270,14,14,yes,"muted: { fontSize: 14, color: 'var(--tx3)' },"
src/classroom/LectureLoungeAdminPage.jsx,271,12,12,yes,"mono: { fontFamily: MONO, fontSize: 12, color: 'var(--tx3)' },"
src/classroom/LectureLoungeAdminPage.jsx,272,14,14,yes,"label: { fontFamily: '""DM Sans"",system-ui,sans-serif', fontSize: 14, fontWeight: 500, color: 'var(--tx)' },"
src/classroom/LectureLoungeAdminPage.jsx,274,20,20,yes,"emptyText: { fontFamily: SERIF, fontSize: 20, color: 'var(--tx)', margin: '0 0 8px' },"
src/classroom/LectureLoungeAdminPage.jsx,275,14,14,yes,"emptyHint: { fontSize: 14, color: 'var(--tx2)', margin: 0 },"
src/classroom/LectureLoungeAdminPage.jsx,278,11,11,no,"th: { fontFamily: MONO, fontSize: 11, color: 'var(--tx3)', textAlign: 'left', padding: '10px 16px', borderBottom: '1px solid var(--bd)', tex"
src/classroom/LectureLoungeAdminPage.jsx,283,13,13,no,"actionBtn: { background: 'none', border: 'none', cursor: 'pointer', fontSize: 13, color: 'var(--tx2)', padding: 0, textDecoration: 'none', f"
src/classroom/LectureLoungeAdminPage.jsx,284,13,13,no,"deleteBtn: { background: 'none', border: 'none', cursor: 'pointer', fontSize: 13, color: '#c0392b', padding: 0, fontFamily: '""DM Sans"",syste"
src/classroom/LectureLoungeAdminPage.jsx,285,14,14,yes,"btnPrimary: { display: 'inline-block', background: 'var(--pk)', color: '#fff', border: 'none', borderRadius: 9, padding: '9px 18px', fontSiz"
src/classroom/LectureLoungeAdminPage.jsx,286,13,13,no,"btnSmall: { background: 'var(--pk)', color: '#fff', border: 'none', borderRadius: 8, padding: '7px 16px', fontSize: 13, fontWeight: 600, cur"
src/classroom/LectureLoungeAdminPage.jsx,287,13,13,no,"cancelBtn: { background: 'none', border: '1px solid var(--bd)', borderRadius: 8, padding: '7px 16px', fontSize: 13, cursor: 'pointer', color"
src/classroom/LectureLoungeAdminPage.jsx,290,13,13,no,"input: { padding: '7px 10px', borderRadius: 7, border: '1px solid var(--bds)', fontSize: 13, fontFamily: 'inherit' },"
src/classroom/LectureLoungeAdminPage.jsx,292,13,13,no,"adminItem: { display: 'flex', justifyContent: 'space-between', alignItems: 'center', padding: '6px 0', fontSize: 13, color: 'var(--tx)', max"
src/classroom/LectureLoungeAdminPage.jsx,293,13,13,no,"errorText: { fontSize: 13, color: '#c0392b', margin: '8px 0 0' },"
src/classroom/LectureLoungeAdminPage.jsx,296,20,20,yes,"dialogTitle: { fontFamily: SERIF, fontSize: 20, fontWeight: 400, color: 'var(--tx)', margin: '0 0 12px' },"
src/classroom/LectureLoungeAdminPage.jsx,297,14,14,yes,"dialogBody: { fontSize: 14, color: 'var(--tx2)', margin: '0 0 24px', lineHeight: 1.6 },"
src/classroom/LectureLoungeAdminPage.jsx,299,14,14,yes,"confirmDeleteBtn: { background: '#c0392b', color: '#fff', border: 'none', borderRadius: 8, padding: '8px 18px', fontSize: 14, cursor: 'point"
src/classroom/LectureLoungeAdminPage.jsx,300,13,13,no,"dialogError: { fontSize: 13, color: '#c0392b', margin: '12px 0 0', fontFamily: '""DM Sans"",system-ui,sans-serif' },"
src/classroom/MoodTap.jsx,64,12,12,yes,"eyebrow: { fontFamily: MONO, fontSize: 12, letterSpacing: 2, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 6 },"
src/classroom/MoodTap.jsx,65,22,22,no,"title: { fontFamily: SERIF, fontSize: 22, color: 'var(--tx)', marginBottom: 16, maxWidth: 300 },"
src/classroom/MoodTap.jsx,67,12,12,yes,"hint: { fontSize: 12, color: 'var(--tx3)', marginTop: 12 },"
src/classroom/QrDownloadButton.jsx,55,13,13,no,"btn: { background: 'none', border: 'none', cursor: 'pointer', fontSize: 13, color: 'var(--tx2)', padding: 0, fontFamily: '""DM Sans"",system-u"
src/classroom/ResultsView.jsx,283,12,12,yes,"eyebrow: { fontFamily: MONO, fontSize: 12, letterSpacing: 2, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 6 },"
src/classroom/ResultsView.jsx,284,22,22,no,"title: { fontFamily: SERIF, fontSize: 22, color: 'var(--tx)', marginBottom: 16 },"
src/classroom/ResultsView.jsx,285,13,13,no,"hint: { fontSize: 13, color: 'var(--tx3)' },"
src/classroom/ResultsView.jsx,287,12,12,yes,"legend: { fontSize: 12, color: 'var(--tx3)', marginTop: 8 },"
src/classroom/ResultsView.jsx,290,11,11,no,"subLabel: { fontFamily: MONO, fontSize: 11, letterSpacing: 1.5, textTransform: 'uppercase', color: 'var(--tx3)', marginBottom: 10 },"
src/classroom/ResultsView.jsx,294,11,11,no,"pacingCount: { fontSize: 11, color: 'var(--tx3)', marginTop: 4, fontFamily: MONO },"
src/classroom/ResultsView.jsx,295,11,11,no,"pacingLabels: { position: 'absolute', bottom: 0, left: 0, right: 0, display: 'flex', justifyContent: 'space-between', fontSize: 11, color: '"
src/classroom/ResultsView.jsx,296,12,12,yes,"myQuestionStatus: { fontSize: 12, color: 'var(--tx2)', marginBottom: 10 },"
src/classroom/ResultsView.jsx,301,13,13,no,"questionText: { fontSize: 13, color: 'var(--tx)', lineHeight: 1.4 },"
src/classroom/ResultsView.jsx,303,12,12,yes,"fontFamily: MONO, fontSize: 12, whiteSpace: 'nowrap', padding: '5px 10px', borderRadius: 8, cursor: 'pointer',"
src/classroom/ResultsView.jsx,307,12,12,yes,"voteCountReadonly: { fontFamily: MONO, fontSize: 12, color: 'var(--tx3)', whiteSpace: 'nowrap' },"
src/classroom/ResultsView.jsx,309,13,13,no,"quizResultText: { fontSize: 13, color: 'var(--tx)', fontWeight: 500, marginBottom: 8 },"
src/classroom/ResultsView.jsx,312,12,12,yes,"fontSize: 12, color: correct ? '#1a8a4a' : 'var(--tx2)', fontWeight: correct ? 700 : 400,"
src/classroom/ResultsView.jsx,317,11,11,no,"quizResultCount: { fontFamily: MONO, fontSize: 11, color: 'var(--tx3)', width: 18, textAlign: 'right' },"
src/components/audio/StudyAudioPlayer.css,45,0.875rem,14,yes,font-size: 0.875rem;
src/components/audio/StudyAudioPlayer.css,67,1.75rem,28,yes,font-size: 1.75rem;
src/components/audio/StudyAudioPlayer.css,72,0.95rem,15.2,no,font-size: 0.95rem;
src/components/audio/StudyAudioPlayer.css,79,0.8rem,12.8,no,font-size: 0.8rem;
src/components/audio/StudyAudioPlayer.css,102,2rem,32,no,font-size: 2rem;
src/components/audio/StudyAudioPlayer.css,108,0.95rem,15.2,no,font-size: 0.95rem;
src/components/audio/StudyAudioPlayer.css,188,0.7rem,11.2,no,font-size: 0.7rem;
src/components/audio/StudyAudioPlayer.css,201,0.7rem,11.2,no,font-size: 0.7rem;
src/components/Avatar/AvatarEditor.jsx,98,18,18,no,"<span style={{ fontSize: 18, lineHeight: 1 }}>{sp.emoji}</span>"
src/components/Avatar/AvatarEditor.jsx,99,9,9,no,"<span style={{ fontFamily: MONO, fontSize: 9, color: active ? 'var(--pk)' : 'var(--tx3)', letterSpacing: '0.04em' }}>"
src/components/Avatar/AvatarEditor.jsx,103,14,14,yes,"<span style={{ position: 'absolute', inset: 0, display: 'flex', alignItems: 'center', justifyContent: 'center', fontSize: 14, borderRadius: "
src/components/Avatar/AvatarEditor.jsx,128,9,9,no,"<span style={{ fontFamily: MONO, fontSize: 9, color: active ? 'var(--pk)' : 'var(--tx3)', letterSpacing: '0.04em' }}>"
src/components/Avatar/AvatarEditor.jsx,145,9,9,no,"fontFamily: MONO, fontSize: 9, letterSpacing: '0.04em',"
src/components/Avatar/AvatarEditor.jsx,350,13,13,no,<span style={{ fontSize: 13 }}>👂</span>
src/components/Avatar/AvatarEditor.jsx,358,13,13,no,<span style={{ fontSize: 13 }}>👃</span>
src/components/Avatar/AvatarEditor.jsx,400,13,13,no,<span style={{ fontSize: 13 }}>💇</span>
src/components/Avatar/AvatarEditor.jsx,408,13,13,no,<span style={{ fontSize: 13 }}>😄</span>
src/components/Avatar/AvatarEditor.jsx,421,9,9,no,"fontFamily: MONO, fontSize: 9, letterSpacing: '0.06em',"
src/components/Avatar/AvatarEditor.jsx,454,9,9,no,"<span key={v} style={{ fontFamily: MONO, fontSize: 9, color: v === auraMaxInset ? 'var(--pk)' : 'var(--tx3)' }}>"
src/components/Avatar/AvatarEditor.jsx,465,13,13,no,<span style={{ fontSize: 13 }}>✨</span>
src/components/Avatar/AvatarEditor.jsx,473,13,13,no,<span style={{ fontSize: 13 }}>🔱</span>
src/components/Avatar/AvatarEditor.jsx,557,12,12,yes,"eyebrow:    { fontFamily: MONO, fontSize: 12, letterSpacing: '0.18em', textTransform: 'uppercase', color: 'var(--pk)', margin: '0 0 8px' },"
src/components/Avatar/AvatarEditor.jsx,558,clamp(28px,,no,"title:      { fontFamily: SERIF, fontSize: 'clamp(28px, 5vw, 42px)', color: 'var(--tx)', margin: '0 0 10px', letterSpacing: '-0.5px', lineHe"
src/components/Avatar/AvatarEditor.jsx,559,15,15,no,"sub:        { color: 'var(--tx2)', fontSize: 15, margin: 0, maxWidth: 400, marginInline: 'auto', lineHeight: 1.55 },"
src/components/Avatar/AvatarEditor.jsx,569,12,12,yes,"lockedLabel:     { fontFamily: MONO, fontSize: 12, fontWeight: 700, letterSpacing: '0.12em', textTransform: 'uppercase', color: 'var(--pk)',"
src/components/Avatar/AvatarEditor.jsx,571,12,12,yes,"lockedItemLabel: { fontSize: 12, color: 'var(--tx)', flex: 1 },"
src/components/Avatar/AvatarEditor.jsx,572,12,12,yes,"lockedPts:       { fontFamily: MONO, fontSize: 12, color: 'var(--tx3)', background: 'var(--bg)', borderRadius: 6, padding: '1px 6px' },"
src/components/Avatar/AvatarEditor.jsx,574,12,12,yes,"speciesSectionLabel: { fontFamily: MONO, fontSize: 12, color: 'var(--tx2)', margin: '0 0 6px', letterSpacing: '0.04em' },"
src/components/Avatar/AvatarEditor.jsx,576,9,9,no,"speciesError:        { fontFamily: MONO, fontSize: 9, color: '#E05050', margin: '4px 0 0', letterSpacing: '0.04em' },"
src/components/Avatar/AvatarEditor.jsx,580,12,12,yes,"panelLabel:   { fontFamily: MONO, fontSize: 12, fontWeight: 700, letterSpacing: '0.08em', textTransform: 'uppercase', color: 'var(--tx3)' },"
src/components/Avatar/AvatarEditor.jsx,581,9,9,no,"paletteBadge: { fontFamily: MONO, fontSize: 9, color: 'var(--pk)', background: 'var(--bgp)', borderRadius: 6, padding: '2px 7px', letterSpac"
src/components/Avatar/AvatarEditor.jsx,583,12,12,yes,"selectedNote: { marginTop: 12, marginBottom: 0, fontSize: 12, color: 'var(--tx3)', fontStyle: 'italic' },"
src/components/Avatar/AvatarEditor.jsx,587,14,14,yes,"fontFamily: MONO, fontSize: 14, fontWeight: 700, letterSpacing: '-0.2px',"
src/components/Avatar/AvatarEditor.jsx,590,13,13,no,"savedNote: { textAlign: 'center', fontSize: 13, color: 'var(--tx3)', marginTop: 12 },"
src/components/Avatar/BaseAvatarCreator.jsx,212,12,12,yes,"fontSize: 12,"
src/components/Avatar/BaseAvatarCreator.jsx,257,12,12,yes,"fontSize: 12, fontWeight: 700,"
src/components/Avatar/BaseAvatarCreator.jsx,265,clamp(28px,,no,"fontSize: ""clamp(28px, 5vw, 42px)"","
src/components/Avatar/BaseAvatarCreator.jsx,275,15,15,no,"fontSize: 15,"
src/components/Avatar/BaseAvatarCreator.jsx,333,12,12,yes,"fontSize: 12, fontWeight: 700,"
src/components/Avatar/BaseAvatarCreator.jsx,354,13,13,no,<span style={{ fontSize: 13 }}>{item.icon}</span>
src/components/Avatar/BaseAvatarCreator.jsx,355,12,12,yes,"<span style={{ fontSize: 12, color: ""#555"", flex: 1 }}>{item.label}</span>"
src/components/Avatar/BaseAvatarCreator.jsx,358,12,12,yes,"fontSize: 12,"
src/components/Avatar/BaseAvatarCreator.jsx,388,12,12,yes,"fontSize: 12, color: ""#abadb0"", fontStyle: ""italic"","
src/components/Avatar/BaseAvatarCreator.jsx,412,12,12,yes,"fontSize: 12, color: ""#abadb0"", fontStyle: ""italic"","
src/components/Avatar/BaseAvatarCreator.jsx,429,14,14,yes,"fontSize: 14,"
src/components/Avatar/BaseAvatarCreator.jsx,445,13,13,no,"fontSize: 13,"
src/components/DemoModal.jsx,36,13,13,no,"<p style={{ fontFamily: 'DM Sans', fontSize: 13, fontWeight: 600, color: '#fff', margin: '0 0 2px' }}>"
src/components/DemoModal.jsx,39,11,11,no,"<p style={{ fontFamily: 'Space Mono', fontSize: 11, color: 'rgba(255,255,255,0.45)', margin: 0 }}>"
src/components/DemoModal.jsx,48,13,13,no,"fontFamily: 'DM Sans', fontSize: 13, color: '#fff',"
src/components/ErrorBoundary.jsx,42,12,12,yes,"eyebrow: { fontFamily: MONO, fontSize: 12, letterSpacing: 2, textTransform: 'uppercase', color: 'var(--pk)', marginBottom: 8 },"
src/components/ErrorBoundary.jsx,43,24,24,no,"title: { fontFamily: SERIF, fontSize: 24, color: 'var(--tx)', marginBottom: 8 },"
src/components/ErrorBoundary.jsx,44,14,14,yes,"sub: { fontSize: 14, color: 'var(--tx2)', lineHeight: 1.5, marginBottom: 20 },"
src/components/ErrorBoundary.jsx,45,14,14,yes,"btn: { padding: '10px 24px', borderRadius: 10, border: 'none', background: 'var(--pk)', color: '#fff', fontSize: 14, fontWeight: 600, cursor"
src/components/Nav.jsx,66,text-sm,14,yes,"<Link to=""/signup"" style={S.btnPrimary} className=""text-sm px-3 py-1.5 md:px-5 md:py-2"">Join free</Link>"
src/components/Nav.jsx,89,clamp(22px,,no,"fontSize: 'clamp(22px, 5vw, 36px)',"
src/components/Nav.jsx,95,14,14,yes,"link:      { fontSize: 14, color: 'var(--tx2)', textDecoration: 'none' },"
src/components/Nav.jsx,97,14,14,yes,"fontSize: 14, padding: '7px 18px', borderRadius: 9,"
src/components/Nav.jsx,123,15,15,no,"fontSize: 15, fontWeight: 700,"
src/components/questionnaire/ChecklistScreen.jsx,74,13,13,no,"fontSize:       13,"
src/components/questionnaire/ChecklistScreen.jsx,84,var(--fs-body),,no,"fontSize:   'var(--fs-body)',"
